wdid,mass,age
2MASS J13002125+0130453,0.58,3.71
2MASS J13002241+3733187,0.59,
2MASS J13003200+1530189,0.43,
2MASS J13013224+0505359,0.42,
2MASS J13013998+1608322,0.505,0.04805
2MASS J13040362+1449557,0.53,
2MASS J13043916+2922289,0.36,
2MASS J13051341-0251182,,
2MASS J13073350+2156370,,
2MASS J13080465-0040318,,
2MASS J13081405+1217053,0.36,0.2692
2MASS J13095635+2928048,0.515,
2MASS J13101460+1155088,,
2MASS J13120812+0020579,0.52,
2MASS J13124792-0034274,0.82,
2MASS J13124941+5927174,0.52,0.0589
2MASS J13125205+4032372,,
2MASS J13131314+0226457,0.509,7.38
2MASS J13132830-0353198,0.508,0.08048
2MASS J13133474+0237507,0.705,
2MASS J13135097+0634323,0.5,
2MASS J13142542+0111532,,
2MASS J13151125-0014498,,
2MASS J13163204-0037580,,
2MASS J13164607+2735536,0.69,
2MASS J13181596+4432087,,
2MASS J13191615-0114051,,
2MASS J13195420+0134182,,
2MASS J13200125+1128054,0.28,
2MASS J13204027+6612150,0.76,
2MASS J13231026+3458562,,
2MASS J13231264-0254559,,
2MASS J13234190+5416367,0.54,0.1698
2MASS J13235532+3018284,0.347,0.8637
2MASS J13242710+0804257,0.47,
2MASS J13272569+5057111,0.5,0.0018
2MASS J13283094+1259411,0.49,0.0295
2MASS J13291488+1147226,0.86,1.0
2MASS J13292523+1230249,0.35,0.2692
2MASS J13293369+2557435,0.88,
2MASS J13294256+6655398,,
2MASS J13305791+4552244,0.66,
2MASS J13305820+0127065,0.58,
2MASS J13310076+0844046,0.115,
2MASS J13313025+6623054,0.215,0.2914
2MASS J13313540-0550314,,
2MASS J13340001+1054526,0.28,
2MASS J13360863+1501431,0.64,
2MASS J13361306+1246129,0.53,
2MASS J13363320-0131164,0.66,0.002
2MASS J13372274+2028547,0.49,
2MASS J13372528+3952388,0.18,0.6918
2MASS J13373231+0828154,0.47,
2MASS J13381033+4317431,,
2MASS J13383006+1020346,,
2MASS J13391803+5937523,0.5,
2MASS J13392849+2248447,,
2MASS J13400805+0822485,0.765,
2MASS J13405101+3210157,0.83,
2MASS J13410002+6026104,0.51,0.0024
2MASS J13411316+0100266,1.103,8.554
2MASS J13413522+6121290,0.54,0.0065
2MASS J13420723+2857079,,
2MASS J13420894+0448526,0.38,0.4365
2MASS J13444441+2246071,,
2MASS J13445113+4110364,0.48,0.0155
2MASS J13451121+5042548,,
2MASS J13453297+4200437,0.315,3.21
2MASS J13455766+3300509,0.97,
2MASS J13462492+0217343,,
2MASS J13462967+4051263,,
2MASS J13464158+1743575,,
2MASS J13472181+2707250,0.585,
2MASS J13472585+0848575,0.64,
2MASS J13484164+1834107,0.59,
2MASS J13485984+2634168,,
2MASS J13494250+4730015,0.172,0.0214
2MASS J13501259+2740198,0.46,
2MASS J13503954+2615117,0.49,
2MASS J13504948+1336344,,
2MASS J13511833+1819003,0.381,0.2313
2MASS J13520197-0054195,0.592,1.5
2MASS J13520701+5036473,,
2MASS J13520777+1850337,,
2MASS J13543100+4156440,,
2MASS J13550275+5740584,1.46,
2MASS J13593098-1010293,0.565,
2MASS J13593188+0544208,0.42,
2MASS J13593561+3624000,0.54,0.1259
2MASS J14020252+2525518,0.39,
2MASS J14035767+5418567,0.202,0.0977
2MASS J14054487+6005364,,
2MASS J14072305+0038415,0.555,0.0166
2MASS J14081683+3314489,,
2MASS J14092326+3710488,0.72,
2MASS J14094956+4339113,,
2MASS J14105278+3754356,,
2MASS J14105772-0202362,0.48,0.0063
2MASS J14122061+6541234,0.59,
2MASS J14122900+0438395,,
2MASS J14123151+2640551,0.55,0.0079
2MASS J14145172-0132424,0.78,
2MASS J14151332+6304126,0.68,0.2692
2MASS J14155889+4337160,0.636,1.88
2MASS J14163571+3600066,0.57,
2MASS J14173123+0150586,0.44,0.3311
2MASS J14175917+3615429,,
2MASS J14192731+4706566,0.64,
2MASS J14200627+5322351,0.446,0.94
2MASS J14222661+2346280,0.41,
2MASS J14235505+2409248,0.37,0.0008
2MASS J14240506+5530080,,
2MASS J14244053+4929580,0.39,
2MASS J14252284+2109406,0.47,
2MASS J14255728+4425539,,
2MASS J14261028+6001533,0.41,
2MASS J14272630+1143477,0.83,
2MASS J14295117+5759492,1.07,
2MASS J14322200+6112310,,
2MASS J14323124+0652223,0.68,0.0087
2MASS J14351916+3629520,1.02,
2MASS J14353979+5905294,,
2MASS J14354787+3733386,0.4,0.3802
2MASS J14355165+0432097,0.16,
2MASS J14364201+5741462,,
2MASS J14364960+3237344,0.7,
2MASS J14371765+2428032,0.42,
2MASS J14372214+3809078,0.43,
2MASS J14374669+5737059,0.815,
2MASS J14380915+3309052,0.53,
2MASS J14391426+4130451,,
2MASS J14394762-0106068,0.46,0.0001
2MASS J14394779+5741154,,
2MASS J14395793+5739445,,
2MASS J14412389+1449271,,
2MASS J14414721+5816565,0.609,1.96
2MASS J14414914+3602257,0.42,
2MASS J14425846+0010317,,
2MASS J14460038+0008166,,
2MASS J14463146+0959444,0.182,
2MASS J14465554+1328102,0.48,
2MASS J14465655+4111547,0.64,0.4571
2MASS J14480132+2153432,0.44,
2MASS J14484686+0713044,0.291,0.2753
2MASS J14485925-0232293,0.602,0.77
2MASS J14492121+3524316,0.178,0.3162
2MASS J14504049+5543217,0.224,0.1963
2MASS J14505188+4143178,0.141,0.0741
2MASS J14523000+4625123,0.483,0.4163
2MASS J14524881+2348072,,
2MASS J14530098+0055571,0.4,0.4365
2MASS J14530577+0010482,0.95,
2MASS J14531771+3123455,0.65,
2MASS J14533166+4058445,0.302,0.1935
2MASS J14542998+2039031,,
2MASS J14551459-0228222,0.311,1.571
2MASS J14552136+5655442,0.608,0.2005
2MASS J14552773+6115044,0.41,
2MASS J14553064+1703176,0.48,
2MASS J14561166+5921385,0.3,
2MASS J14563274+4824459,0.53,0.011
2MASS J14564271+0531019,,
2MASS J14575260+0310430,,
2MASS J14593368+3442351,0.58,
2MASS J15010232+1504297,0.35,
2MASS J15023168+0110461,0.577,0.1622
2MASS J15023245+1744038,,
2MASS J15043887+3214436,0.59,
2MASS J15060575+2654571,,
2MASS J15062647+2759241,0.58,
2MASS J15064812+0027164,0.71,
2MASS J15065759-0120220,0.45,
2MASS J15070045+4811365,0.49,0.631
2MASS J15070640-0108539,,
2MASS J15104203+0409552,,
2MASS J15104261+2735101,0.238,0.2863
2MASS J15104562+4048271,,
2MASS J15110990+4048014,0.299,0.48
2MASS J15142691+2857210,,
2MASS J15163762+1207015,,
2MASS J15164628+0926323,,
2MASS J15164695+3507296,,
2MASS J15174472+0620119,,
2MASS J15181797+4553345,0.97,
2MASS J15185244+0744597,0.43,
2MASS J15190599+5007027,0.63,0.0079
2MASS J15192174+3536255,0.217,0.0501
2MASS J15200286+0812306,0.7,
2MASS J15202230+3239366,,
2MASS J15205218+3428559,,
2MASS J15205429+6100469,,
2MASS J15211698+4201592,0.47,
2MASS J15212174+3211119,0.83,
2MASS J15234080+2434508,0.6,0.0044
2MASS J15234129+4305288,,
2MASS J15235924+4604488,0.78,1.4454
2MASS J15242519+5040098,0.705,0.0794
2MASS J15251217-0421286,0.579,0.61
2MASS J15251790+3629456,0.56,
2MASS J15271643+2425389,0.41,
2MASS J15271727+0024129,0.34,
2MASS J15280490+3310124,0.59,
2MASS J15282147+3443151,0.56,0.0174
2MASS J15283315+4400098,,
2MASS J15293329+0020309,0.385,0.1549
2MASS J15295255+5509548,0.6,
2MASS J15304067+0832548,,
2MASS J15314080+1125257,0.52,
2MASS J15321369+3701046,,
2MASS J15331426+2744082,0.081,
2MASS J15333300-0206556,0.552,0.3915
2MASS J15334997+3444151,,
2MASS J15340430+4120260,0.53,0.005
2MASS J15342174+3915505,0.85,1.3804
2MASS J15351759+1155581,,
2MASS J15353144+1441133,,
2MASS J15364254+2107475,0.56,
2MASS J15385181+3807418,0.144,0.7586
2MASS J15390421+5811158,0.613,1.6
2MASS J15391469+2637106,0.37,
2MASS J15392426+0135372,0.61,
2MASS J15393462+0922215,0.79,
2MASS J15395084+0154001,0.612,0.89
2MASS J15400571+1219375,0.58,0.0063
2MASS J15413648+2716351,0.73,
2MASS J15415658+1615114,0.211,
2MASS J15423456+3547574,,
2MASS J15434045+1947549,0.348,
2MASS J15434402+0601340,0.18,
2MASS J15435355+3611420,,
2MASS J15460525+3708543,,
2MASS J15460998+2003205,,
2MASS J15465203+4922160,0.45,
2MASS J15474245+5016591,,
2MASS J15480998-0049317,,
2MASS J15481170+3128403,0.63,
2MASS J15483066+0036565,,
2MASS J15484381+3727499,0.84,
2MASS J15484603+4057291,0.161,0.4677
2MASS J15492854+3854195,,
2MASS J15495631+2009143,0.553,0.81
2MASS J15495959+5349109,0.39,
2MASS J15502214+3235490,,
2MASS J15504053+0521503,0.55,
2MASS J15513578+3414402,0.45,
2MASS J15513764+0703223,,
2MASS J15523094+0012229,,
2MASS J15533287+0457350,0.91,
2MASS J15544893+0801583,,
2MASS J15545024+3254137,0.624,0.543
2MASS J15550198+2444220,0.08,
2MASS J15552116+4116501,0.52,0.0074
2MASS J15553999+2715539,,
2MASS J15562834+0113348,,
2MASS J15571204+1515343,0.57,0.003
2MASS J15571479+3959205,,
2MASS J15572071+1442179,0.38,
2MASS J15574268+3628208,0.85,
2MASS J15580850+2642256,0.955,
2MASS J15583962+0827200,0.73,
2MASS J15584020+1625556,0.307,0.2219
2MASS J15593735+2529090,0.615,1.01
2MASS J16005982+3626100,0.53,0.0224
2MASS J16013669+0505280,0.66,0.002
2MASS J16033321+5411581,0.36,
2MASS J16053715-0046373,,
2MASS J16054018+4610458,0.65,
2MASS J16063589+2331439,0.75,
2MASS J16064503+2847259,0.65,
2MASS J16065530+4245267,0.57,0.0076
2MASS J16065975+4217078,0.57,0.0062
2MASS J16082148+0851498,0.04,
2MASS J16082457+2855251,1.06,
2MASS J16090010+2259340,,
2MASS J16091598+2735598,0.57,
2MASS J16091866+0022212,,
2MASS J16111122+2809014,,
2MASS J16111312+4640440,0.63,0.5248
2MASS J16113167+0010183,,
2MASS J16114589+0103277,0.49,0.4677
2MASS J16123436+1558115,0.75,
2MASS J16123909+4551325,0.727,0.8511
2MASS J16132057+1958278,0.143,
2MASS J16142672+2233538,,
2MASS J16150551+2357463,0.67,
2MASS J16150970+4436250,,
2MASS J16163605+0627126,,
2MASS J16165579+1755229,,
2MASS J16165824+1713559,,
2MASS J16193172+0057306,0.155,0.9333
2MASS J16200700+0617388,,
2MASS J16220932+5007524,,
2MASS J16232413+3436467,0.616,1.182
2MASS J16232950+3554272,,
2MASS J16235445+6306403,1.0,
2MASS J16240807+3648584,0.59,
2MASS J16243166-0022483,0.61,0.0245
2MASS J16255824+3510358,,
2MASS J16263203+1355547,0.573,1.5
2MASS J16264853+2326039,0.56,0.003
2MASS J16265219+1415224,0.27,
2MASS J16265989+4918028,0.605,0.77
2MASS J16270027+1613172,,
2MASS J16274500+3317073,,
2MASS J16282363+2441594,0.47,
2MASS J16283466+1829477,,
2MASS J16284510-0115188,,
2MASS J16301446+1252142,0.63,
2MASS J16302017+3052544,,
2MASS J16302295+6327296,,
2MASS J16305877+2315594,,
2MASS J16321452+1758494,,
2MASS J16344648-0053460,,
2MASS J16354474+6201566,0.52,
2MASS J16370071+1422142,,
2MASS J16372576+2510274,0.71,
2MASS J16382476+2927016,0.35,
2MASS J16392030+4030413,0.678,1.22
2MASS J16403197+2229289,0.627,1.5
2MASS J16413178+2127271,,
2MASS J16420434+4403033,,
2MASS J16421421+4252338,,
2MASS J16421658+2256264,0.567,0.4584
2MASS J16422638+3629512,,
2MASS J16444494+3123452,,
2MASS J16461253+2324086,0.63,
2MASS J16475041+2501445,0.89,
2MASS J16475774+3718122,,
2MASS J16481235+2811232,0.63,
2MASS J16490635+3858336,0.39,
2MASS J16500514+3904261,0.53,0.0083
2MASS J16511245+4151390,0.55,0.0011
2MASS J16530628+1905033,0.325,0.174
2MASS J16532574+2056591,,
2MASS J16543907+2016221,,
2MASS J16545927+1310251,,
2MASS J16565547+3826030,,
2MASS J16580233+3916109,0.64,
2MASS J16593715+2723388,,
2MASS J17010610+3425336,0.0,
2MASS J17012737+2533027,1.01,
2MASS J17032868+2340195,,
2MASS J17035670+3415047,,
2MASS J17043966+2228078,,
2MASS J17045971+3844330,0.51,0.0398
2MASS J17050965+2109044,0.52,0.0186
2MASS J17051325+0423452,0.574,0.98
2MASS J17062491+2328155,0.8,
2MASS J17092683+2908222,0.49,0.0324
2MASS J17094712+2931118,0.42,
2MASS J17113307+6233148,,
2MASS J17114552+5554443,0.5,0.0048
2MASS J17130184+6251355,,
2MASS J17143571+2725398,0.48,
2MASS J17161108+5443458,0.6,
2MASS J17181016+6101142,0.53,0.0661
2MASS J17181392+5953548,,
2MASS J17192952+2732292,,
2MASS J17195522+6251071,0.51,
2MASS J17200858+5652116,,
2MASS J17204388+5601089,0.415,
2MASS J17223000+2645275,0.607,0.2088
2MASS J17223454+3212387,0.525,
2MASS J17240613+5620033,0.36,0.0002
2MASS J17243374+6234098,0.455,0.0398
2MASS J17243904+5516000,0.85,
2MASS J17244180+5931033,0.61,0.0295
2MASS J17244529+0733248,,
2MASS J17260155+5605267,0.63,
2MASS J17271558+5429377,,
2MASS J17280094+3103183,,
2MASS J17281847+0211101,0.657,1.22
2MASS J17283185+6204265,0.91,
2MASS J17310148+6233160,0.41,0.1698
2MASS J17310453+0703450,,
2MASS J17331764+1529116,,
2MASS J17333897+6341112,0.5,
2MASS J17373433+5612246,0.5,0.0309
2MASS J17384969+6350421,,
2MASS J17432300+1434519,0.55,0.57
2MASS J17470830+2859098,0.449,3.32
2MASS J17530480+2435463,,
2MASS J18134856+2119206,0.59,
2MASS J18195921+1739190,0.563,6.96
2MASS J18215954-5951484,0.265,2.11
2MASS J18244431+6001596,0.48,
2MASS J18332921+6431520,0.43,0.0003
2MASS J18345307+4137578,0.87,
2MASS J18410999+4050531,,
2MASS J18441262+4120293,0.34,
2MASS J18571395+2026292,0.776,3.47
2MASS J19131653+2949275,0.675,2.49
2MASS J19191135+3703191,0.57,
2MASS J19200281-3611025,0.682,0.05
2MASS J19400895+8348579,0.781,9.68
2MASS J19492350+0747318,0.645,0.87
2MASS J19554408+4117491,,
2MASS J19564769+5312177,,
2MASS J20061696+5902273,0.481,0.1801
2MASS J20124874-4659024,0.583,
2MASS J20152080-1226269,,
2MASS J20230901+1424229,,
2MASS J20265915+4116436,0.259,
2MASS J20341176+4110199,,
2MASS J20361368+1550599,,
2MASS J20372992+0019540,,
2MASS J20402691-0555128,,
2MASS J20411750-0628470,,
2MASS J20413836+0059522,,
2MASS J20421852-0656383,,
2MASS J20443144-0614402,,
2MASS J20453123+1526433,0.699,0.3659
2MASS J20454187-0509258,0.49,0.0155
2MASS J20464725+0218054,,
2MASS J20481515+0516277,,
2MASS J20572130+0042261,0.75,
2MASS J20572335-0626118,,
2MASS J20575844+0108176,,
2MASS J20585710-0605193,0.39,0.0646
2MASS J20590586-0033476,0.597,1.27
2MASS J20592308-0652081,0.25,
2MASS J21040659+1559141,,
2MASS J21053962-0554141,0.325,1.124
2MASS J21070228-0647574,0.48,0.0054
2MASS J21104323+0937569,0.57,0.0085
2MASS J21113271+0115225,0.96,
2MASS J21120531+1014279,1.06,0.9772
2MASS J21120843+0912019,,
2MASS J21133970+1006405,,
2MASS J21142842-0103569,0.7,
2MASS J21174953-0800205,0.6,
2MASS J21182020+0102257,0.53,0.3715
2MASS J21205191-0058273,0.64,0.5623
2MASS J21220558-3838347,0.481,4.01
2MASS J21252154+0059455,,
2MASS J21290602+0045094,,
2MASS J21293521+0013321,0.245,0.29
2MASS J21313673+0029474,,
2MASS J21321812+0031590,0.39,0.138
2MASS J21382728+1856419,0.47,
2MASS J21394520+1029049,0.87,0.6918
2MASS J21400102-0750522,0.54,0.0072
2MASS J21420390+2252290,0.504,0.76
2MASS J21504726-0727067,,
2MASS J21505379+1316506,,
2MASS J21523222+0014480,0.58,
2MASS J21550637+4103067,0.775,3.62
2MASS J21561457-0002374,,
2MASS J21574476-0040149,,
2MASS J22024562+0052582,,
2MASS J22025262+0008333,,
2MASS J22033861-0017510,0.38,
2MASS J22035056-0025553,,
2MASS J22040345+1225083,,
2MASS J22084832+0037046,,
2MASS J22084899+1221446,1.24,
2MASS J22094660-0010109,,
2MASS J22103453+4532401,0.484,3.518
2MASS J22110255-0024337,,
2MASS J22134363+0722213,,
2MASS J22145224-0750447,0.59,
2MASS J22145972-0820200,,
2MASS J22160330+1246021,0.209,
2MASS J22171451+0046008,0.47,
2MASS J22185647+0009103,,
2MASS J22193616-0030075,,
2MASS J22210845+0029278,0.785,
2MASS J22250596-0055053,,
2MASS J22263453-0041449,0.65,
2MASS J22280206+1207334,0.638,1.93
2MASS J22282274+3912401,,
2MASS J22283837-0029517,,
2MASS J22293280-0048228,,
2MASS J22302437-0046072,,
2MASS J22303724+1256212,0.886,3.31
2MASS J22304953-0945090,0.546,1.27
2MASS J22305115+1257067,0.68,
2MASS J22330047+1247190,0.55,
2MASS J22385855+1313039,0.601,1.15
2MASS J22395291+1434361,0.49,
2MASS J22395558-0052400,,
2MASS J22403836-0935412,0.41,0.1738
2MASS J22415762+1332390,0.751,4.31
2MASS J22430759+3122392,,
2MASS J22431165-0004425,,
2MASS J22452948-1002442,0.822,1.59
2MASS J22481938+3048034,,
2MASS J22493202+0006456,,
2MASS J22494878-0100474,,
2MASS J22540426+0018234,,
2MASS J22550352-0015482,0.351,0.1791
2MASS J22571659+0745343,,
2MASS J22584757+0710265,0.57,
2MASS J22593378+5717572,0.544,3.5
2MASS J23005172+1341151,0.51,
2MASS J23024490+4312478,0.573,1.05
2MASS J23030927-0032226,,
2MASS J23050256+2158541,0.13,
2MASS J23053906+4334038,0.454,4.28
2MASS J23055211-0014488,,
2MASS J23083372+2240529,,
2MASS J23095848+5506491,0.651,3.73
2MASS J23101460+0014399,,
2MASS J23110564+2202085,,
2MASS J23123080+0053217,,
2MASS J23171827+0100408,,
2MASS J23181475+0034299,0.475,
2MASS J23182522-0935389,0.5,0.0195
2MASS J23192431-0934494,0.36,
2MASS J23195606-0939376,,
2MASS J23221743-0057254,0.38,0.263
2MASS J23225981+3358469,0.73,
2MASS J23243626-0045361,,
2MASS J23243831-0931057,,
2MASS J23281603+0100358,1.31,
2MASS J23290472+0008209,,
2MASS J23334764-0015011,,
2MASS J23353715-0056017,,
2MASS J23361249+4829553,,
2MASS J23363056-0030358,0.36,
2MASS J23380782+0001077,0.795,
2MASS J23385689+0744563,,
2MASS J23390042+5316000,0.605,2.09
2MASS J23390600-0017545,,
2MASS J23391964-0002333,,
2MASS J23392228+0744002,0.49,
2MASS J23392837-0020399,0.83,
2MASS J23404147-1106366,0.85,
2MASS J23410683+0835504,0.34,
2MASS J23413107+0037498,,
2MASS J23422567+1559304,0.76,0.4898
2MASS J23431295+1541064,0.6,
2MASS J23434518+4623396,,
2MASS J23434918+3834295,0.354,0.3147
2MASS J23445964+0027498,,
2MASS J23463878+4340420,,
2MASS J23464994-0020319,0.57,
2MASS J23474952-1030402,,
2MASS J23481001-0839551,,
2MASS J23492946+4353073,0.71,
2MASS J23502758+0043588,0.62,
2MASS J23522477-0002049,,
2MASS J23532473+3516233,,
2MASS J23535413-0003073,0.24,
2MASS J23594619+0106490,,
2QZ J000008.8-283757,,
2QZ J000029.8-274246,,
2QZ J000030.0-321010,,
2QZ J000041.1-310246,,
2QZ J000045.1-280123,,
2QZ J000119.1-312449,,
2QZ J000138.8-314129,,
2QZ J000234.0-272003,,
2QZ J000312.8-313044,,
2QZ J000313.1-313500,,
2QZ J000318.3-284359,0.746,
2QZ J000335.6-304928,,
2QZ J000335.7-321306,,
2QZ J000340.4-301804,,
2QZ J000413.5-313939,,
2QZ J000432.2-283102,,
2QZ J000456.0-320442,,
2QZ J000502.9-280145,,
2QZ J000512.3-285108,,
2QZ J000515.3-305737,0.497,
2QZ J000600.5-282808,,
2QZ J000608.9-310117,,
2QZ J000730.2-293502,,
2QZ J000947.2-284047,0.972,
2QZ J001033.7-293017,,
2QZ J001047.5-303224,,
2QZ J001119.6-273846,,
2QZ J001131.3-285626,,
2QZ J001212.4-312918,,
2QZ J001228.2-300918,,
2QZ J001239.1-304350,0.512,
2QZ J001239.5-320738,,
2QZ J001255.4-312429,0.631,
2QZ J001416.2-310258,0.578,
2QZ J001451.0-311326,,
2QZ J001501.6-304142,,
2QZ J001521.4-314605,,
2QZ J001521.8-271916,,
2QZ J001532.2-302202,,
2QZ J001533.2-282710,0.605,
2QZ J001546.6-313546,0.627,
2QZ J001607.7-295138,,
2QZ J001609.3-310217,0.646,
2QZ J001623.7-315425,,
2QZ J001707.7-280326,,
2QZ J001809.1-293058,,
2QZ J001857.5-314241,,
2QZ J001937.8-291611,,
2QZ J001939.7-273149,,
2QZ J001957.4-305546,,
2QZ J002041.3-320948,,
2QZ J002106.7-271323,,
2QZ J002129.5-301038,,
2QZ J002140.4-315443,,
2QZ J002200.2-290755,,
2QZ J002207.5-275002,,
2QZ J002212.8-272605,,
2QZ J002220.1-311315,,
2QZ J002238.2-310916,,
2QZ J002300.9-302151,0.372,
2QZ J002306.2-272631,0.575,
2QZ J002341.8-280018,,
2QZ J002345.7-314449,0.612,
2QZ J002405.4-291522,,
2QZ J002429.6-293339,,
2QZ J002533.3-283834,,
2QZ J002533.6-275517,,
2QZ J002602.3-310725,,
2QZ J002617.2-314905,,
2QZ J002619.9-311253,,
2QZ J002625.4-283048,,
2QZ J002626.2-274816,,
2QZ J002634.7-282841,,
2QZ J002634.9-283126,,
2QZ J002645.8-320404,,
2QZ J002652.4-282542,,
2QZ J002653.8-295506,,
2QZ J002707.7-280048,,
2QZ J002715.6-283229,,
2QZ J002718.2-291003,,
2QZ J002723.0-292149,,
2QZ J002740.4-294208,,
2QZ J002751.5-293506,0.636,
2QZ J002809.7-282522,,
2QZ J002823.3-281148,,
2QZ J002828.9-311218,,
2QZ J002838.9-282019,,
2QZ J002858.3-294048,,
2QZ J002906.7-275146,,
2QZ J002908.6-315111,,
2QZ J002936.6-290633,0.612,
2QZ J002954.1-300945,0.55,
2QZ J003019.6-301506,,
2QZ J003043.9-293807,,
2QZ J003053.1-280336,,
2QZ J003103.8-284044,,
2QZ J003108.1-292857,,
2QZ J003110.9-293604,,
2QZ J003125.9-310841,0.587,
2QZ J003145.8-284234,,
2QZ J003203.5-305626,0.656,
2QZ J003214.1-310244,,
2QZ J003233.0-310000,0.597,
2QZ J003240.7-282756,,
2QZ J003318.7-302203,,
2QZ J003333.0-313638,,
2QZ J003349.9-271344,,
2QZ J003431.4-273047,,
2QZ J003452.0-283834,,
2QZ J003522.9-275025,,
2QZ J003527.0-301902,,
2QZ J003532.9-310001,,
2QZ J003557.1-285029,,
2QZ J003558.8-304744,0.596,
2QZ J003645.8-304821,,
2QZ J003656.1-281919,,
2QZ J003701.0-303231,,
2QZ J003704.1-302436,,
2QZ J003722.7-303155,,
2QZ J003723.8-314647,,
2QZ J003729.5-304736,,
2QZ J003817.5-291824,,
2QZ J003818.5-301530,,
2QZ J003845.4-292700,,
2QZ J003849.2-304739,0.337,
2QZ J003930.3-302507,,
2QZ J003939.0-304701,,
2QZ J003945.7-293241,,
2QZ J004021.9-274917,,
2QZ J004111.3-320219,,
2QZ J004114.1-273417,,
2QZ J004212.1-271727,,
2QZ J004226.0-280447,,
2QZ J004315.5-294524,,
2QZ J004326.9-290922,,
2QZ J004341.0-303323,,
2QZ J004343.3-272715,,
2QZ J004344.8-272337,0.612,
2QZ J004356.3-290030,,
2QZ J004402.2-315509,,
2QZ J004411.3-313720,,
2QZ J004420.4-305435,,
2QZ J004421.0-280910,,
2QZ J004455.1-314028,,
2QZ J004549.8-304554,0.63,
2QZ J004555.1-314632,,
2QZ J004615.0-282028,0.604,
2QZ J004629.2-300106,0.628,
2QZ J004632.6-311934,0.628,
2QZ J004638.4-282521,0.636,
2QZ J004658.0-300353,,
2QZ J004705.0-283117,0.608,
2QZ J004727.1-275215,,
2QZ J004744.6-290015,,
2QZ J004844.5-303701,,
2QZ J004928.8-290139,,
2QZ J005054.8-305207,,
2QZ J005120.5-304906,,
2QZ J005157.4-285540,,
2QZ J005208.3-273024,,
2QZ J005240.3-273354,,
2QZ J005254.8-273314,,
2QZ J005346.6-281527,,
2QZ J005402.0-280559,,
2QZ J005404.5-281137,,
2QZ J005407.0-320313,,
2QZ J005408.6-292822,,
2QZ J005541.5-320045,,
2QZ J005653.9-312939,,
2QZ J005733.9-281843,,
2QZ J005800.7-312635,,
2QZ J005822.2-314821,0.663,
2QZ J005828.8-301728,,
2QZ J005835.4-271847,,
2QZ J005904.6-294302,,
2QZ J005907.2-303919,,
2QZ J005920.8-320646,,
2QZ J005932.9-302223,,
2QZ J005950.4-282909,,
2QZ J005952.5-310435,,
2QZ J010111.3-320234,,
2QZ J010115.9-300926,,
2QZ J010117.6-302012,,
2QZ J010151.9-314724,,
2QZ J010209.0-314006,,
2QZ J010212.4-311725,0.525,
2QZ J010240.1-292221,,
2QZ J010244.4-303944,,
2QZ J010306.1-274536,,
2QZ J010449.7-280220,,
2QZ J010607.6-282955,,
2QZ J010644.9-282834,,
2QZ J010649.8-313612,0.535,
2QZ J010737.1-281420,0.51,
2QZ J010747.6-283108,,
2QZ J010823.8-273133,,
2QZ J010846.0-293944,0.657,
2QZ J010847.3-274839,,
2QZ J010855.7-304547,,
2QZ J010859.5-295624,,
2QZ J010902.7-311604,,
2QZ J010918.2-285220,,
2QZ J010919.4-282147,,
2QZ J010932.8-310033,,
2QZ J010939.7-281956,,
2QZ J011016.6-280814,,
2QZ J011035.9-293821,,
2QZ J011041.0-314329,,
2QZ J011109.3-293215,0.499,
2QZ J011126.5-302059,,
2QZ J011136.1-290838,,
2QZ J011142.4-281640,,
2QZ J011149.7-301629,0.558,
2QZ J011152.4-291111,,
2QZ J011222.9-321302,,
2QZ J011241.7-303423,,
2QZ J011242.2-310235,,
2QZ J011246.7-311055,0.582,
2QZ J011317.9-311510,,
2QZ J011348.9-303035,,
